"","Order","Family","Genus","Species","Length_mm","Mass_mg","Source","Class","Phylum","specific_epithet"
"17","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",5.5,NA,"Ana_UG","Arachnida",NA,NA
"18","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10,NA,"Ana_UG","Arachnida",NA,NA
"19","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",10,NA,"Ana_UG","Arachnida",NA,NA
"20","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",NA,NA,"Ana_UG","Arachnida",NA,NA
"21","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",2,NA,"Ana_UG","Arachnida",NA,NA
"22","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",2,NA,"Ana_UG","Arachnida",NA,NA
"23","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",19.58,NA,"Ana_UG","Arachnida",NA,NA
"24","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",23,NA,"Ana_UG","Arachnida",NA,NA
"25","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",NA,NA,"Ana_UG","Arachnida",NA,NA
"26","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",NA,NA,"Ana_UG","Arachnida",NA,NA
"27","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",1.6,0.32,"Ana_UG","Insecta",NA,NA
"28","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",2.7,0.35,"Ana_UG","Insecta",NA,NA
"29","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",3.1,0.41,"Ana_UG","Insecta",NA,NA
"30","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",2.6,0.42,"Ana_UG","Insecta",NA,NA
"31","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",3.1,0.42,"Ana_UG","Insecta",NA,NA
"32","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",2.5,0.43,"Ana_UG","Insecta",NA,NA
"33","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",3.8,0.51,"Ana_UG","Insecta",NA,NA
"34","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",3.1,0.58,"Ana_UG","Insecta",NA,NA
"35","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",2.9,0.7,"Ana_UG","Insecta",NA,NA
"36","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",3,0.71,"Ana_UG","Insecta",NA,NA
"37","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",3.8,0.77,"Ana_UG","Insecta",NA,NA
"38","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",3.1,0.84,"Ana_UG","Insecta",NA,NA
"39","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",4.7,0.85,"Ana_UG","Insecta",NA,NA
"40","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",3.6,0.86,"Ana_UG","Insecta",NA,NA
"41","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",4.4,0.99,"Ana_UG","Insecta",NA,NA
"42","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",4,1.05,"Ana_UG","Insecta",NA,NA
"43","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",4.1,1.06,"Ana_UG","Insecta",NA,NA
"44","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",3.5,1.25,"Ana_UG","Insecta",NA,NA
"45","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",4.7,1.27,"Ana_UG","Insecta",NA,NA
"46","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",4.1,1.3,"Ana_UG","Insecta",NA,NA
"47","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",4.8,1.32,"Ana_UG","Insecta",NA,NA
"48","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",5.1,1.35,"Ana_UG","Insecta",NA,NA
"49","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",4.3,1.37,"Ana_UG","Insecta",NA,NA
"50","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",3.4,1.42,"Ana_UG","Arachnida",NA,NA
"51","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",4.2,1.43,"Ana_UG","Insecta",NA,NA
"52","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",4.2,1.44,"Ana_UG","Insecta",NA,NA
"53","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",4.2,1.44,"Ana_UG","Insecta",NA,NA
"54","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",5.2,1.45,"Ana_UG","Insecta",NA,NA
"55","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",7.3,1.46,"Ana_UG","Insecta",NA,NA
"56","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",5.2,1.5,"Ana_UG","Insecta",NA,NA
"57","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",5.3,1.64,"Ana_UG","Insecta",NA,NA
"58","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",5.1,1.68,"Ana_UG","Insecta",NA,NA
"59","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",3.1,1.73,"Ana_UG","Arachnida",NA,NA
"60","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",4.2,1.75,"Ana_UG","Insecta",NA,NA
"61","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",5.6,1.77,"Ana_UG","Insecta",NA,NA
"62","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",4.9,1.86,"Ana_UG","Insecta",NA,NA
"63","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",4.7,1.89,"Ana_UG","Insecta",NA,NA
"64","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",4.5,1.92,"Ana_UG","Insecta",NA,NA
"65","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",4.3,1.92,"Ana_UG","Insecta",NA,NA
"66","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",4.8,1.93,"Ana_UG","Insecta",NA,NA
"67","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",4.3,2,"Ana_UG","Arachnida",NA,NA
"68","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",6.5,2.03,"Ana_UG","Insecta",NA,NA
"69","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",4.5,2.2,"Ana_UG","Insecta",NA,NA
"70","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",3.9,2.21,"Ana_UG","Insecta",NA,NA
"71","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",5.4,2.6,"Ana_UG","Insecta",NA,NA
"72","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",6,2.61,"Ana_UG","Insecta",NA,NA
"73","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",6.1,2.73,"Ana_UG","Insecta",NA,NA
"74","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",5.7,2.85,"Ana_UG","Insecta",NA,NA
"75","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",4.8,2.97,"Ana_UG","Insecta",NA,NA
"76","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",7.3,2.98,"Ana_UG","Insecta",NA,NA
"77","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",3.2,3,"Ana_UG","Arachnida",NA,NA
"78","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",6.5,3.1,"Ana_UG","Insecta",NA,NA
"79","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",6.7,3.21,"Ana_UG","Insecta",NA,NA
"80","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",6.9,3.28,"Ana_UG","Insecta",NA,NA
"81","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",6.3,3.34,"Ana_UG","Insecta",NA,NA
"82","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",6,3.52,"Ana_UG","Insecta",NA,NA
"83","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",6.6,3.86,"Ana_UG","Insecta",NA,NA
"84","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",4.8,3.89,"Ana_UG","Arachnida",NA,NA
"85","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",6.1,4.02,"Ana_UG","Insecta",NA,NA
"86","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",6.4,4.06,"Ana_UG","Insecta",NA,NA
"87","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",6.2,4.06,"Ana_UG","Insecta",NA,NA
"88","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",6.6,4.19,"Ana_UG","Insecta",NA,NA
"89","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",6.5,4.32,"Ana_UG","Insecta",NA,NA
"90","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",7.2,4.41,"Ana_UG","Insecta",NA,NA
"91","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",6.7,4.41,"Ana_UG","Insecta",NA,NA
"92","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",9.4,4.43,"Ana_UG","Insecta",NA,NA
"93","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",8.3,4.65,"Ana_UG","Insecta",NA,NA
"94","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",7.4,4.69,"Ana_UG","Insecta",NA,NA
"95","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",7.1,4.89,"Ana_UG","Insecta",NA,NA
"96","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",7.2,5.05,"Ana_UG","Insecta",NA,NA
"97","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",6.9,5.27,"Ana_UG","Insecta",NA,NA
"98","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",8.1,5.32,"Ana_UG","Insecta",NA,NA
"99","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",7.7,5.33,"Ana_UG","Insecta",NA,NA
"100","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",6.8,5.39,"Ana_UG","Insecta",NA,NA
"101","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",7.9,5.41,"Ana_UG","Insecta",NA,NA
"102","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",7.4,5.41,"Ana_UG","Insecta",NA,NA
"103","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",7.3,5.41,"Ana_UG","Insecta",NA,NA
"104","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",7.6,5.46,"Ana_UG","Insecta",NA,NA
"105","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",7,5.52,"Ana_UG","Insecta",NA,NA
"106","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",6.7,5.7,"Ana_UG","Insecta",NA,NA
"107","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",7.1,5.75,"Ana_UG","Insecta",NA,NA
"108","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",7.1,5.81,"Ana_UG","Insecta",NA,NA
"109","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",8,6.07,"Ana_UG","Insecta",NA,NA
"110","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",7.9,6.08,"Ana_UG","Insecta",NA,NA
"111","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",5.6,6.24,"Ana_UG","Arachnida",NA,NA
"112","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",10.5,6.39,"Ana_UG","Insecta",NA,NA
"113","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",7.3,6.48,"Ana_UG","Insecta",NA,NA
"114","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",4.5,6.5,"Ana_UG","Arachnida",NA,NA
"115","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",7.7,6.82,"Ana_UG","Insecta",NA,NA
"116","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",7.7,6.94,"Ana_UG","Insecta",NA,NA
"117","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",4.4,7,"Ana_UG","Arachnida",NA,NA
"118","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",7.6,7.03,"Ana_UG","Insecta",NA,NA
"119","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",9.1,7.2,"Ana_UG","Insecta",NA,NA
"120","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",13,7.3,"Ana_UG","Arachnida",NA,NA
"121","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",8,7.41,"Ana_UG","Insecta",NA,NA
"122","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",7.4,7.58,"Ana_UG","Insecta",NA,NA
"123","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",7.4,8.01,"Ana_UG","Insecta",NA,NA
"124","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",7.9,8.2,"Ana_UG","Insecta",NA,NA
"125","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",10,8.31,"Ana_UG","Insecta",NA,NA
"126","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",9,8.49,"Ana_UG","Insecta",NA,NA
"127","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",8.5,8.51,"Ana_UG","Insecta",NA,NA
"128","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",7.7,8.52,"Ana_UG","Insecta",NA,NA
"129","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",7.8,8.6,"Ana_UG","Insecta",NA,NA
"130","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",7.6,8.64,"Ana_UG","Insecta",NA,NA
"131","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",9.4,8.75,"Ana_UG","Insecta",NA,NA
"132","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",8.1,8.76,"Ana_UG","Insecta",NA,NA
"133","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",8.4,8.8,"Ana_UG","Insecta",NA,NA
"134","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",7.6,8.86,"Ana_UG","Insecta",NA,NA
"135","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",9.3,8.9,"Ana_UG","Insecta",NA,NA
"136","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",7.1,8.99,"Ana_UG","Insecta",NA,NA
"137","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",8,9.01,"Ana_UG","Insecta",NA,NA
"138","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",9.3,9.13,"Ana_UG","Insecta",NA,NA
"139","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",9.3,9.29,"Ana_UG","Insecta",NA,NA
"140","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",9,9.29,"Ana_UG","Insecta",NA,NA
"141","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",8.4,9.33,"Ana_UG","Insecta",NA,NA
"142","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",7,9.46,"Ana_UG","Insecta",NA,NA
"143","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",7.9,9.54,"Ana_UG","Insecta",NA,NA
"144","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",8.5,9.81,"Ana_UG","Insecta",NA,NA
"145","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",9,9.84,"Ana_UG","Insecta",NA,NA
"146","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",10,9.86,"Ana_UG","Insecta",NA,NA
"147","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",7.6,9.97,"Ana_UG","Insecta",NA,NA
"148","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",9.7,9.98,"Ana_UG","Insecta",NA,NA
"149","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",8,10,"Ana_UG","Arachnida",NA,NA
"150","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",6.71,10,"Ana_UG","Arachnida",NA,NA
"151","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",7.51,10,"Ana_UG","Arachnida",NA,NA
"152","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",7.5,10,"Ana_UG","Arachnida",NA,NA
"153","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",5.96,10,"Ana_UG","Arachnida",NA,NA
"154","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",7.19,10,"Ana_UG","Arachnida",NA,NA
"155","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",3.31,10,"Ana_UG","Arachnida",NA,NA
"156","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",3.3,10,"Ana_UG","Arachnida",NA,NA
"157","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",4.8,10,"Ana_UG","Arachnida",NA,NA
"158","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",5.2,10,"Ana_UG","Arachnida",NA,NA
"159","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",6.1,10,"Ana_UG","Arachnida",NA,NA
"160","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",6.4,10,"Ana_UG","Arachnida",NA,NA
"161","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",5,10,"Ana_UG","Arachnida",NA,NA
"162","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",4.8,10,"Ana_UG","Arachnida",NA,NA
"163","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",5.4,10,"Ana_UG","Arachnida",NA,NA
"164","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",8.2,10.05,"Ana_UG","Insecta",NA,NA
"165","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",9.1,10.1,"Ana_UG","Insecta",NA,NA
"166","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",10,10.23,"Ana_UG","Insecta",NA,NA
"167","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",8.7,10.36,"Ana_UG","Insecta",NA,NA
"168","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",9.2,10.36,"Ana_UG","Insecta",NA,NA
"169","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",9.6,10.51,"Ana_UG","Insecta",NA,NA
"170","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",9.1,10.6,"Ana_UG","Insecta",NA,NA
"171","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",8.5,10.65,"Ana_UG","Insecta",NA,NA
"172","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",12.3,10.7,"Ana_UG","Insecta",NA,NA
"173","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",20,10.7,"Ana_UG","Arachnida",NA,NA
"174","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",10.3,10.75,"Ana_UG","Insecta",NA,NA
"175","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",9.1,11.66,"Ana_UG","Insecta",NA,NA
"176","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",6.7,11.7,"Ana_UG","Arachnida",NA,NA
"177","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",10.1,11.74,"Ana_UG","Insecta",NA,NA
"178","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",8.1,11.78,"Ana_UG","Arachnida",NA,NA
"179","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",7.6,11.88,"Ana_UG","Arachnida",NA,NA
"180","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",9.3,12.22,"Ana_UG","Insecta",NA,NA
"181","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",8.7,12.38,"Ana_UG","Insecta",NA,NA
"182","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",8.7,12.49,"Ana_UG","Insecta",NA,NA
"183","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",8.9,13.05,"Ana_UG","Insecta",NA,NA
"184","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",9.4,13.27,"Ana_UG","Insecta",NA,NA
"185","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",10,13.45,"Ana_UG","Insecta",NA,NA
"186","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",6.6,13.76,"Ana_UG","Arachnida",NA,NA
"187","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",8.4,13.79,"Ana_UG","Insecta",NA,NA
"188","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",9.7,13.92,"Ana_UG","Insecta",NA,NA
"189","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",11.2,13.95,"Ana_UG","Insecta",NA,NA
"190","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",13.5,14.15,"Ana_UG","Insecta",NA,NA
"191","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",9.3,14.16,"Ana_UG","Insecta",NA,NA
"192","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",10.6,14.82,"Ana_UG","Insecta",NA,NA
"193","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",10.8,15.09,"Ana_UG","Insecta",NA,NA
"194","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",7,15.47,"Ana_UG","Arachnida",NA,NA
"195","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",8.9,15.61,"Ana_UG","Insecta",NA,NA
"196","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",10.4,15.66,"Ana_UG","Insecta",NA,NA
"197","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",9.4,15.67,"Ana_UG","Insecta",NA,NA
"198","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",11,15.74,"Ana_UG","Insecta",NA,NA
"199","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",9.9,16.13,"Ana_UG","Insecta",NA,NA
"200","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",7.2,16.27,"Ana_UG","Arachnida",NA,NA
"201","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",12,16.27,"Ana_UG","Insecta",NA,NA
"202","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",12.5,16.63,"Ana_UG","Insecta",NA,NA
"203","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",10.9,16.68,"Ana_UG","Insecta",NA,NA
"204","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",9.8,16.89,"Ana_UG","Insecta",NA,NA
"205","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",12.1,17,"Ana_UG","Insecta",NA,NA
"206","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",11.5,17.51,"Ana_UG","Insecta",NA,NA
"207","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",9.6,17.51,"Ana_UG","Insecta",NA,NA
"208","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",9.8,17.61,"Ana_UG","Insecta",NA,NA
"209","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",7.6,17.83,"Ana_UG","Arachnida",NA,NA
"210","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",10.5,18.19,"Ana_UG","Insecta",NA,NA
"211","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",10.1,18.66,"Ana_UG","Insecta",NA,NA
"212","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",7.8,18.75,"Ana_UG","Arachnida",NA,NA
"213","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",10.9,18.83,"Ana_UG","Insecta",NA,NA
"214","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",7.3,18.89,"Ana_UG","Arachnida",NA,NA
"215","Orthoptera","Tettigonidae","Phisis","Phisis holdhausi",10.8,19.36,"Ana_UG","Insecta",NA,NA
"216","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",7,20,"Ana_UG","Arachnida",NA,NA
"217","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",7.1,20,"Ana_UG","Arachnida",NA,NA
"218","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",7.3,20,"Ana_UG","Arachnida",NA,NA
"219","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",8.8,20,"Ana_UG","Arachnida",NA,NA
"220","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",8.8,20,"Ana_UG","Arachnida",NA,NA
"221","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",8.53,20,"Ana_UG","Arachnida",NA,NA
"222","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",8.1,20,"Ana_UG","Arachnida",NA,NA
"223","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",7,20,"Ana_UG","Arachnida",NA,NA
"224","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",8.85,20,"Ana_UG","Arachnida",NA,NA
"225","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",5,20,"Ana_UG","Arachnida",NA,NA
"226","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",7.67,20,"Ana_UG","Arachnida",NA,NA
"227","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",5.85,20,"Ana_UG","Arachnida",NA,NA
"228","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",5.6,20,"Ana_UG","Arachnida",NA,NA
"229","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",6.2,20,"Ana_UG","Arachnida",NA,NA
"230","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",5.6,20,"Ana_UG","Arachnida",NA,NA
"231","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",6.4,20,"Ana_UG","Arachnida",NA,NA
"232","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",7,20,"Ana_UG","Arachnida",NA,NA
"233","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria",7.8,20,"Ana_UG","Arachnida",NA,NA
